NaptanCode,CommonName,Street,LocalityName,BusStopType,x,y
73727985,Aviva,Pitheavlis,Cherrybank,MKD,309764,722103
73739795,Aviva,Pitheavlis,Cherrybank,MKD,309762,722119
73734234,Community Campus,Elm Drive,Blairgowrie,MKD,317634,743915
73753732,Loch Leven Community Campus,Campus Rd,Kinross,MKD,311746,703513
73745845,Castle Brae,A85,East Huntingtower,MKD,308199,724912
73798934,Whitehouse,Castle Brae,East Huntingtower,CUS,308248,724944
73765465,Burnbank Meadows,Lethangie Road,Kinross,CUS,311724,703457
73784357,Glenturret Terrace,Glendevon Road,Moncreiffe,MKD,311145,721681
73787286,Primary School,Gleneagles Road,Moncreiffe,MKD,311206,721671
73753685,Croft Wynd,Stirling Road,Milnathort,MKD,311925,704716
73732694,Croft Wynd,Stirling Road,Milnathort,MKD,312013,704704
73748674,Perth Road,Burleigh Road,Milnathort,MKD,312363,704750
73748468,War Memorial,South Street,Milnathort,MKD,311955,704541
73756982,Road End,A90,Inchture,MKD,327968,728935
73739693,Railway Station,Station Road,Invergowrie,MKD,334878,729858
73734238,Rookery,Gowans Terrace,Muirton,MKD,311128,725098
73745843,Rookery,The Rookery,Muirton,MKD,311140,725085
73762834,Pitkellony Street,Willoughby Street,Muthill,MKD,286902,716671
73732372,Lintibert Road,Willoughby Street,Muthill,MKD,287008,716663
73745878,Inchfield Cottages,B898,Inchmagrannachan,MKD,300068,744753
73745876,Inchfield Cottages,B898,Inchmagrannachan,CUS,300090,744745
73734243,Balgay Farm Road End,A90,Inchture,MKD,326463,727632
73742686,Dunsinnan Road,Old Church Road,Wolfhill,MKD,315569,733359
73762468,Stroma Court,Bute Drive,North Muirton,MKD,310813,725755
73798932,Stroma Court,Bute Drive,North Muirton,MKD,310791,725751
73795832,Post Box,U29,Blacklunans,CUS,314911,760464
73762626,Fish Farm Road End,U246,Balado,CUS,309596,702615
73793247,Station Court,Station Road,Murthly,MKD,309973,738350
73739794,Station Court,Station Road,Murthly,MKD,310035,738317
73736796,Scout Hall,Forfar Road,Meigle,MKD,328900,744666
73783978,Scout Hall,Forfar Road,Meigle,MKD,328877,744641
73792868,Beechgrove Terrace,Muirend Road,Burghmuir,MKD,309122,723649
73794256,Beechgrove Terrace,Muirend Road,Burghmuir,MKD,309091,723637
73739647,Concert Hall,Mill Street,Perth,CUS,311935,723781
73748682,Waterworks,C411,Windyedge,CUS,304466,720953
73757943,Waterworks,C411,Windyedge,CUS,304493,720967
73725273,Mill Street,Mill Street,Perth,MKD,311568,723729
73725642,Mill Street,Mill Street,Perth,MKD,311585,723729
73725643,Mill Street,Mill Street,Perth,MKD,311610,723729
73725645,Mill Street,Mill Street,Perth,MKD,311643,723729
73723696,Mill Street,Mill Street,Perth,MKD,311637,723742
73723694,Mill Street,MILL STREET,Perth,MKD,311616,723742
73723653,Mill Street,Mill Street,Perth,MKD,311596,723741
73723734,Royal Infirmary,Western Avenue,Perth,MKD,310259,723753
73724763,Royal Infirmary,Western Avenue,Perth,MKD,310272,723793
73723649,South Street,South Street,Perth,MKD,311709,723482
73723524,South Street,South Street,Perth,MKD,311724,723482
73723525,South Street,South Street,Perth,MKD,311768,723478
73723539,South Street,South Street,Perth,MKD,311789,723474
73723232,Upper Rannoch Roundabout,Rannoch Road,Letham,MKD,308978,724259
73725326,Upper Rannoch Roundabout,Rannoch Road,Letham,MKD,309011,724267
73729247,Muir o Lea,Unclassified Rd,Kinkell Bridge,CUS,292927,717786
73723972,Institute,Tulloch Terrace,Tulloch,MKD,309436,724945
73724783,Institute,Tulloch Terrace,Tulloch,MKD,309434,724902
73725684,Bus Depot,Ruthvenfield Road,Inveralmond,HAR,309159,726264
73724859,Inveralmond Close,Inveralmond Rd,Inveralmond,HAR,309183,726108
73727968,Branklyn Gardens,Dundee Road,Barnhill,MKD,312502,722796
73727974,Earn Drive,C410,Balgowan,MKD,299320,722537
73728354,Earn Drive,C410,Balgowan,MKD,299334,722533
73728542,Dubheads,C410,Balgowan,CUS,296413,721454
73728289,Dubheads,C410,Balgowan,CUS,296396,721455
73728293,Garth Terrace,Garth Terrace,Auchterarder,CUS,295748,713432
73728634,Mills Of Earn,B8062,Kinkell Bridge,CUS,292304,717044
73728397,Mills Of Earn,B8062,Kinkell Bridge,CUS,292301,717063
73728494,Colquhalzie Road End,C457,Tullibardine,CUS,292205,716670
73728793,Colquhalzie Road End,C457,Tullibardine,CUS,292207,716663
73728694,Muir o Lea,Unclassified Rd,Kinkell Bridge,CUS,292932,717761
73725429,Market Square,Market Square,Alyth,MKD,324611,748554
73725424,Leitfie Terrace,A926,New Alyth,MKD,324396,747330
73725423,Leitfie Terrace,A926,New Alyth,MKD,324409,747346
73726582,Glenshee Drive,Ferguson Park Road,Rattray,MKD,318363,745753
73726459,Wellmeadow,Wellmeadow,Blairgowrie,MKD,318010,745178
73726462,Wellmeadow,Wellmeadow,Blairgowrie,MKD,318006,745173
73727357,Blairgowrie High School,Beeches Road,Blairgowrie,HAR,317632,744466
73727352,Rosemount Gardens,Coupar Angus Road,Rosemount,MKD,318877,743494
73727349,Rosemount Gardens,Coupar Angus Road,Rosemount,MKD,318854,743510
73723789,George Square,George Street,Coupar Angus,MKD,322128,739981
73723456,Post Office,High Street,Burrelton,MKD,320012,737044
73725349,Post Office,High Street,Burrelton,MKD,319997,737022
73725346,Village Hall,Mercat Green,Kinrossie,MKD,318825,732332
73727348,George Square,George Street,Coupar Angus,MKD,322116,739954
73724275,Village Hall,Mercat Green,Kinrossie,CUS,318832,732355
73724793,Burnside Road,A94,Balbeggie,MKD,316982,729697
73723986,Burnside Road,A94,Balbeggie,MKD,316976,729781
73724268,Mansfield Road,Perth Road,Scone,MKD,313723,726061
73728472,Drumchastle,B846,Dunalastair,CUS,268278,758739
73725258,Mansfield Road,Perth Road,Scone,MKD,313775,726118
73724574,Kinnoull Street,Kinnoull Street,Perth,MKD,311678,723834
73726482,College,Crieff Road,Hillyland,MKD,310040,724652
73723675,College,Crieff Road,Hillyland,MKD,309945,724706
73723863,Kinnoull Street,Kinnoull Street,Perth,MKD,311669,723699
73724295,Gleneagles Trades Entrance,A824,Auchterarder,MKD,291710,711609
73725754,Aytoun Hall,High Street,Auchterarder,MKD,294517,712883
73725756,Co-op,High Street,Auchterarder,MKD,294423,712813
73727262,Bridgewater Avenue,Abbey Road,Auchterarder,MKD,295361,712880
73727263,Bridgewater Avenue,Abbey Road,Auchterarder,MKD,295308,712891
73727267,Easter Coul,B8062,Auchterarder,CUS,296915,713035
73727268,Easter Coul,B8062,Auchterarder,CUS,296942,713021
73727269,Thimblerow,Bridge of Earn Road,Dunning,MKD,302017,714393
73728297,Festival Theatre,Car Park,Pitlochry,MKD,293863,757594
73723275,Village Hall,B935,Forteviot,MKD,305180,717517
73723276,Village Hall,B935,Forteviot,MKD,305193,717508
73723273,Kinnaird Road,B935,Forgandenny,MKD,308767,718063
73725673,Kinnaird Road,B935,Forgandenny,MKD,308732,718055
73725659,James Court,Kintillo Road,Kintillo,MKD,313002,717414
73723269,James Court,Kintillo Road,Kintillo,MKD,313002,717421
73725787,Dunbarney Primary School,Main Street,Bridge of Earn,MKD,313133,718394
73725786,Dunbarney Primary School,Main Street,Bridge of Earn,MKD,313133,718459
73726483,Cromlix Road,Drummond Crescent,Friarton,MKD,311578,721665
73726484,Cromlix Road,Drummond Crescent,Friarton,MKD,311585,721689
73725624,Canal Street,Canal Street,Perth,MKD,311715,723364
73724687,Scott Street,Scott Street,Perth,MKD,311686,723332
73724674,Scott Street,Scott Street,Perth,MKD,311682,723195
73723865,Scott Street,Scott Street,Perth,MKD,311669,723196
73723838,Scott Street,Scott Street,Perth,MKD,311672,723573
73724672,Scott Street,Scott Street,Perth,MKD,311688,723544
73725287,Crematorium,Crieff Road,Hillyland,MKD,309477,724858
73723672,Crematorium,Crieff Road,Hillyland,MKD,309308,724893
73725367,Primary School,Castle Brae,Ruthvenfield,MKD,307954,725426
73723474,Primary School,Castle Brae,Ruthvenfield,MKD,307896,725472
73724742,Scroggiehill,Main Street,Almondbank,MKD,306508,726042
73723983,Scroggiehill,Main Street,Almondbank,MKD,306494,726047
73724756,Hotel,Main Road,Pitcairngreen,MKD,306472,726952
73724757,Lumsden Crescent,Lumsden Crescent,Almondbank,MKD,306832,726245
73724658,South Methven Street,South Methven Street,Perth,MKD,311560,723591
73723943,Leonard Street,Leonard Street,Perth,MKD,311325,723164
73724673,Leonard Street,Leonard Street,Perth,MKD,311336,723213
73723469,Methven Arms,Main Street (A85),Methven,MKD,302575,725922
73723468,Methven Arms,Main Street,Methven,MKD,302548,725927
73728723,Cuthill Towers,B996,Glenfarg,MKD,314957,707974
73723458,Burnbrae Garage,A85,Mains of Gorthy,MKD,297006,724324
73725362,Burnbrae Garage,A85,Mains of Gorthy,MKD,297011,724313
73725365,Grahame Terrace,A85,Gilmerton,MKD,288652,723582
73723294,Grahame Terrace,A85,Gilmerton,MKD,288704,723605
73727273,St Dominics Primary School,Broich Road,Crieff,MKD,286075,721094
73727272,Crieff High School,Pittenzie Road,Crieff,MKD,286796,721070
73725382,RS McColl,High Street,Crieff,MKD,286436,721586
73725453,Hill Street,High Street,Crieff,MKD,286397,721619
73723989,Braco Road,Bridge Street,Dalginross,MKD,277631,721258
73723435,Four Seasons Hotel,A85,St Fillans,MKD,269080,724451
73723426,Barrack Road,Barrack Road,Dalginross,MKD,277701,721611
73726486,DEL-St Johnâ€™s Academy - Primary,Barossa Street,Perth,MKD,311615,724064
73726485,St Johns Academy,Gowans Terrace,Muirton,MKD,311279,725107
73728769,Russell Street,Mill Street,Stanley,MKD,310888,733326
73729368,Linn Road,Mill Street,Stanley,MKD,310988,733230
73728563,Murray Place,Store Street,Stanley,CUS,310969,733055
73732572,Cuthill Towers,B996,Glenfarg,MKD,314951,707972
73728269,The Smithy,A93,Cargill,CUS,315361,736762
73726478,Bambrick Wood,U236,Maryburgh,MKD,313730,695903
73726479,Bambrick Wood,U236,Maryburgh,MKD,313723,695902
73726256,Gairneybridge Farm,B996,Gairney Bank,MKD,312953,698522
73728362,Eastertyre,A827,Logierait,CUS,294885,752704
73726257,Gairneybridge Farm,B996,Gairney Bank,MKD,312969,698515
73725862,Montgomery Street,High Street,Kinross,MKD,311917,702000
73725859,Mill Street,High Street,Kinross,MKD,311952,702132
73725847,Loch Leven Leisure Centre,B996,Kinross,MKD,311635,703690
73725846,Loch Leven Leisure Centre,B996,Kinross,MKD,311644,703648
73725928,Church Street,South Street,Milnathort,MKD,312014,704641
73725929,Church Street,South Street,Milnathort,MKD,312031,704646
73726267,Ladeside,Main Street,Glenfarg,MKD,313493,710450
73726268,Garage,Main Street,Glenfarg,MKD,313530,710589
73725742,School Wynd,Back Dykes,Abernethy,CUS,318918,716532
73725739,School Wynd,Back Dykes,Abernethy,MKD,318902,716517
73727986,Davie Park Place,Ashgrove Road,Rattray,CUS,318422,745114
73728245,Tirinie,B846,Coshieville,CUS,279384,748581
73728273,Tirinie,B846,Coshieville,CUS,279370,748569
73728352,Farleyer,B846,Camserney,CUS,282847,749339
73728469,Farleyer,B846,Camserney,CUS,282821,749328
73724383,Sawmill,A93,Old Scone,MKD,311955,726820
73724926,Sawmill,A93,Old Scone,MKD,311960,726841
73726742,Stormont Way,Stormont Way,Scone,HAR,312918,726320
73726797,Birch Terrace,Birch Avenue,Catmoor,HAR,313154,726310
73726735,Craigroyston Road,Mayfield Road,Goshen,HAR,313703,725511
73726787,Affric Avenue,Catmoor Avenue,Catmoor,HAR,313175,725987
73725329,Lawgrove Place,Ruthvenfield Road,Inveralmond,MKD,309398,726291
73723475,Inveralmond House,Auld Bond Road,North Muirton,MKD,309809,725902
73724876,Argyll Road,Argyll Road,North Muirton,MKD,310598,725543
73728532,High School,High Street,Kinross,CUS,311856,702545
73723845,Gowans Terrace,Carnegie Place,Muirton,MKD,310921,725057
73724624,Ainslie Place,Carnegie Place,Muirton,MKD,310945,724991
73724945,Shops,Glengarry Road,Moncreiffe,MKD,311420,721671
73724367,Shops,Glengarry Road,Moncreiffe,MKD,311410,721659
73724365,Darnhall Drive,Darnhall Drive,Craigie,MKD,310711,722880
73724949,Darnhall Drive,Darnhall Drive,Craigie,MKD,310733,722827
73724638,Glenartney Terrace,Glendevon Road,Moncreiffe,MKD,311032,721748
73724639,Glenartney Terrace,Glendevon Road,Moncreiffe,MKD,311055,721742
73724526,Stormont Park,Spoutwells Drive,Scone,MKD,313181,726949
73724568,Bridgend Court,Main Street,Bridgend,MKD,312257,724013
73723869,Bridgend Court,Main Street,Bridgend,MKD,312238,724036
73724623,Lovat Hotel,Glasgow Road,Viewlands,MKD,310550,723318
73723857,Lovat Hotel,Glasgow Road,Viewlands,MKD,310539,723320
73725627,Ash Grove,Viewlands Road West,Hillend,MKD,308802,723581
73724659,Old Gallows Road,Fittis Road,Western Edge,MKD,308409,723728
73723546,Poplar Crescent,Oakbank Road,Oakbank,MKD,309099,723145
73798348,East Lodge,B846,Dunalastair,CUS,272744,759290
73798575,East Lodge,B846,Dunalastair,CUS,272744,759294
73728384,Post Box,B846,Dunalastair,CUS,270571,759103
73728235,Post Box,B846,Dunalastair,CUS,270568,759118
73728253,Drumchastle,B846,Dunalastair,CUS,268295,758733
73723764,Logie Crescent,Campsie Road,Burghmuir,MKD,309126,724126
73724839,Logie Crescent,Campsie Road,Burghmuir,MKD,309137,724131
73724753,Whiteloch Avenue,A93,Carsie,MKD,317326,742628
73723742,Whiteloch Avenue,A93,Carsie,MKD,317317,742634
73723686,Bus Shelter,A984,Meikleour,MKD,315851,739431
73723747,Bus Shelter,A984,Meikleour,CUS,315851,739438
73728425,Lodge,B846,Tomphubil,CUS,277661,754451
73728238,Lodge,B846,Tomphubil,CUS,277677,754445
73725394,Fraser Ave,Old Church Road,Wolfhill,MKD,315290,733382
73723676,Fraser Ave,Old Church Road,Wolfhill,MKD,315291,733391
73723727,School Road,Main Road,Guildtown,MKD,313304,731858
73724736,School Road,Main Road,Guildtown,MKD,313282,731968
73723654,Perth Academy,Viewlands Road,Viewlands,MKD,310007,723179
73728358,Old Struan Road End,B847,Struan,CUS,280197,765582
73725856,Sainsburys Car Park,Station Road,Kinross,HAR,311173,702547
73726378,Balado Crossroads,A977,Balado,MKD,308570,702221
73726238,Drumhead,Main Street,Drum,MKD,304400,700715
73726234,Naemoor Road,Main Street,Crook of Devon,MKD,303408,700198
73726236,West Crook Way,A977,Crook of Devon,MKD,303065,699991
73726232,Post Office,Main Street,Crook of Devon,MKD,303548,700224
73726895,Primary School,Cleish Road,Cleish,CUS,309462,698070
73727475,Mill Farm,B9097,Cleish,CUS,310238,697827
73727478,Chance Inn,C498,Kinross,CUS,311039,700187
73728239,Road End,B846,Foss,CUS,277950,757438
73728385,Road End,B846,Foss,CUS,277942,757432
73726258,Vicar's Bridge Road,Main Street,Blairingone,MKD,298537,696813
73726324,Store,A977,Powmill,MKD,301953,698065
73726327,Bus Shelter,A823,Rumbling Bridge,MKD,301749,699412
73725984,Farm Road End,A91,Carnbo,MKD,305466,703171
73728583,Eastertyre,A827,Logierait,CUS,294886,752696
73728247,Croftinloan,U165,Milton of Edradour,CUS,295775,756632
73725985,Farm Road End,A91,Carnbo,MKD,305465,703162
73727976,Croftinloan,U165,Milton of Edradour,CUS,295796,756617
73726328,Bus Shelter,A823,Rumbling Bridge,CUS,301851,699368
73726323,Store,A977,Powmill,MKD,302001,698121
73726259,Vicars Bridge Road,Main Street,Blairingone,MKD,298510,696808
73728724,Croftcap Cottage,A827,Grandtully,CUS,289949,752216
73728363,Croftcap Cottage,A827,Grandtully,CUS,289964,752227
73728956,Castle,A827,Grandtully,CUS,289098,751482
73728246,Castle,A827,Grandtully,CUS,289088,751480
73728424,Tomaknock,Dollerie Terrace,Crieff,CUS,287996,721646
73726343,Old Garage,Leslie Road,Scotlandwell,MKD,318584,701607
73728529,Tomaknock,Dollerie Terrace,Crieff,CUS,287965,721640
73726373,Broadwell,A911,Wester Balgedie,MKD,316649,704023
73725849,Whinfield Drive,Springfield Road,Kinross,HAR,311472,702961
73725857,Green Park,Green Road,Kinross,MKD,311412,702637
73725863,Ross Street,Ross Street,Kinross,MKD,311512,702134
73725827,Station Road,Station Road,Kinross,MKD,311318,702522
73725828,Ochil View,Station Road,Kinross,MKD,311377,702507
73725864,Ross Street,Ross Street,Kinross,MKD,311521,702132
73725858,Green Park,Green Road,Kinross,MKD,311421,702626
73725852,Whinfield Drive,Springfield Road,Kinross,HAR,311506,702962
73726374,Broadwell,Main Road,Wester Balgedie,MKD,316558,704047
73726329,Well Inn,Main Street,Scotlandwell,MKD,318538,701684
73728232,Quarterbank,C459,New Fowlis,CUS,291966,722066
73757574,Glenogle Court,Sauchie Road,Crieff,CUS,285957,721573
73723763,Kettins Road End,A923,Kettins,MKD,323174,738774
73724698,Kettins Road End,A923,Kettins,MKD,323181,738782
73745867,Craigens Farm,C462,Trinity Gask,CUS,296058,718739
73723542,Corsie Way,Corsie Way,Kinnoull,MKD,313246,723630
73723867,Potterhill Gardens,Muirhall Road,Bridgend,MKD,312505,724011
73748683,North Ardbennie,Ardbennie Road,Madderty,CUS,295008,721570
73769394,North Ardbennie,Ardbennie Road,Madderty,CUS,295026,721583
73753729,Ashgrove Terrace,Ashgrove Road,Rattray,MKD,318594,744841
73724875,Perth High School,Oakbank Road,Oakbank,MKD,309518,723044
73724975,Gannochy Walk,GANNOCHY ROAD,Gannochy,HAR,313064,724695
73724567,Murray Royal Hospital Turning Circle,Hospital Grounds,Kinnoull,MKD,312902,723902
73724298,Memorial Home,BOWERSWELL LANE,Kinnoull,MKD,312568,723683
73723486,Murray Place,Glasgow Road,Viewlands,MKD,310478,723001
73727595,Maple Road,Cedar Drive,Oakbank,HAR,308872,722918
73727628,Muircroft Drive,Muircroft Drive,Oakbank,HAR,309096,723272
73727634,Buchan Drive,Buchan Drive,Viewlands,HAR,309818,723373
73726793,Comelybank Gardens,Dupplin Road,Gannochy,HAR,312433,724420
73739836,Craigens Farm,C462,Trinity Gask,CUS,296042,718742
73724538,Health Centre,Glover Street,Craigie,MKD,310926,723352
73724862,Health Centre,Glover Street,Craigie,MKD,310938,723361
73736956,Newmiln Farm,C410,Balgowan,CUS,301017,722899
73762627,Newmiln Farm,C410,Balgowan,CUS,301033,722910
73726527,Viewfield Place,Crieff Road,Muirton,MKD,310923,724425
73723658,Viewfield Place,Crieff Road,Muirton,MKD,310944,724435
73723464,Langside Road,Strathtay Road,Letham,MKD,309083,724828
73723473,Langside Road,Strathtay Road,Letham,MKD,309014,724814
73723856,Western Avenue,Rose Crescent,Perth,MKD,310503,723715
73723528,Spens Crescent,Rose Crescent,Perth,MKD,310583,723631
73784356,Dilkusha,A826,Rattray,MKD,319274,745690
73798672,Dilkusha,A926,Rattray,MKD,319277,745711
73725629,Leisure Pool,Glasgow Road,Perth,MKD,311027,723520
73723535,Leisure Pool,Glasgow Road,Perth,MKD,311006,723537
73725638,Necessity Brae,Glasgow Road,Cherrybank,MKD,309947,722611
73723548,Necessity Brae,Glasgow Road,Cherrybank,MKD,309963,722624
73727469,Sorting Office,High Street,Kinross,MKD,311941,702217
73727486,Coldrain Road End,Coldrain Road,Balado,CUS,308045,700289
73727568,Wallacetown Farm Road End,C417,Rhynd,CUS,315527,718862
73727482,Telephone Box,Rhynd Road,Rhynd,CUS,315805,720051
73728783,Innerleithen Way,Lamberkine Drive,Broxden,MKD,308554,722900
73737674,Broxden House,Lamberkine Drive,Broxden,MKD,308430,722911
73727483,Telephone Box,Rhynd Road,Rhynd,CUS,315814,720056
73723928,Holiday Inn,Dunkeld Road,North Muirton,MKD,309911,725885
73724834,Holiday Inn,Dunkeld Road,North Muirton,MKD,309946,725863
73726586,Scarth Road,Main Road,Luncarty,MKD,309417,729622
73726725,Cross,Perth Road,Stanley,MKD,310845,732946
73726724,Cross,Perth Road,Stanley,MKD,310849,732966
73723492,Garry Place,Prieston Road,Bankfoot,MKD,306373,735270
73723957,Post Box,Dunkeld Road,Waterloo,MKD,305977,736782
73724594,Post Box,Dunkeld Road,Waterloo,MKD,305992,736780
73723962,Birnam Hotel,Perth Road,Birnam,MKD,303124,741898
73724585,Birnam Hotel,Perth Road,Birnam,MKD,303152,741893
73723948,North Car Park,Atholl Street,Dunkeld,MKD,302604,742875
73723893,Bus Bay,A9,Kindallachan,MKD,299446,749739
73724573,Bus Bay,A9,Kindallachan,MKD,299521,749628
73724845,Bus Turning Circle,A827,Ballinluig,MKD,297608,753033
73725874,Church,A827,Logierait,MKD,296816,752029
73725873,Church,A827,Logierait,MKD,296830,752036
73727523,Hotel,A827,Grandtully,MKD,291251,753141
73727524,Hotel,A827,Grandtully,MKD,291261,753176
73723685,Chapel Street,CHAPEL STREET,Aberfeldy,MKD,285663,749112
73724279,Taybridge Drive,Taybridge Drive,Aberfeldy,CUS,285185,749234
73745863,Ferneyfold Farm,C462,Trinity Gask,CUS,296679,721134
73723496,West End Car Park,West End Car Park,Pitlochry,MKD,293710,758197
73724797,Fishers Hotel,Atholl Road,Pitlochry,MKD,293930,758169
73723924,High School,East Moulin Road,Pitlochry,MKD,294542,758651
73723926,Balnadrum Terrace,East Moulin Road,Moulin,MKD,294444,759039
73725487,Fishers Hotel,Atholl Road,Pitlochry,MKD,293907,758168
73727947,Moness Crescent,Moness Crescent,Aberfeldy,MKD,285775,748809
73727949,The Square,Old Crieff Road,Aberfeldy,CUS,285677,749048
73727597,Academy Car Park,Car Park,Viewlands,HAR,310085,722999
73725848,Lathro Park,Lathro Park,Kinross,HAR,311261,703564
73727467,Thompson Place,Morlich Place,Kinross,HAR,311171,703285
73727468,Thompson Place,Morlich Place,Kinross,HAR,311161,703287
73725829,Primary School,Station Road,Kinross,MKD,311554,702408
73725832,Primary School,Station Road,Kinross,MKD,311660,702359
73727473,Friar Place,B920,Scotlandwell,CUS,318521,701536
73727472,Friar Place,B920,Scotlandwell,MKD,318516,701548
73725869,Vane Farm,B9097,Kinross,CUS,315967,699084
73725872,Vane Farm,B9097,Kinross,CUS,315960,699063
73725868,Bridgend,High Street,Kinross,MKD,311828,701645
73725867,Bridgend,High Street,Kinross,MKD,311819,701656
73727354,Hill Primary School,James Street,Blairgowrie,MKD,317762,745383
73726237,West Crook Way,A977,Crook of Devon,MKD,303047,699986
73727368,Marlee Gardens,A923,Kinloch,MKD,314631,744791
73727367,Marlee Gardens,A923,Kinloch,MKD,314639,744773
73727365,Telephone Box,A923,Forneth,MKD,310058,745155
73727364,Telephone Box,A923,Forneth,MKD,310054,745149
73727362,Telephone Box,A923,Butterstone,MKD,306413,745772
73727363,Telephone Box,A923,Butterstone,MKD,306428,745775
73727358,Post Box,A898,Dalguise,MKD,299334,747184
73727359,Post Box,A898,Dalguise,MKD,299332,747153
73727372,Bus Shelter,B898,Balnaguard,MKD,294614,751868
73727369,Bus Shelter,B898,Balnaguard,MKD,294621,751873
73727346,Essendy Bridge,B947,Wester Essendy,CUS,314792,743259
73727343,Church,B947,Kirkton of Lethendy,CUS,312998,741828
73723698,War Memorial,The Green,Spittalfield,MKD,310733,740840
73725436,Spittalfield,The Green,Spittalfield,MKD,310802,740880
73727325,Taybank House,A984,Caputh,CUS,308741,740086
73727324,Taybank House,A984,Caputh,CUS,308745,740098
73727326,Bus Shelter,C430,Snaigow,CUS,308712,743207
73727327,Bus Shelter,C430,Snaigow,CUS,308707,743216
73727328,Telephone Box,C432,Craigie,CUS,311955,743712
73727329,Telephone Box,C432,Craigie,CUS,311957,743699
73726893,Concraigie,U111,Forneth,CUS,310125,744190
73726894,Concraigie,U111,Forneth,CUS,310139,744185
73727323,Ardblair Medical Centre,ANN STREET,Blairgowrie,MKD,317398,744604
73727298,Berrydale Avenue,Berrydale Road,Blairgowrie,HAR,317824,744344
73726583,Keathbank Mill,Balmoral Road,Rattray,CUS,317817,746273
73727347,Cluny Court,Grant Road,Blairgowrie,HAR,317729,744824
73727295,Bus Depot,Haugh Road,Rattray,HAR,318234,745163
73727294,Bus Depot,Haugh Road,Rattray,HAR,318239,745130
73727293,Old Mill Road End,Ashgrove Road,Rattray,HAR,319073,744812
73726584,Keathbank Mill,Balmoral Road,Rattray,CUS,317815,746242
73728564,Kinclaven Crescent,Kinclaven Road,Murthly,CUS,310293,738252
73728795,Kinclaven Crescent,KINCLAVEN ROAD,Murthly,CUS,310358,738207
73727292,Dirnanean Lodge,A924,Enochdhu,MKD,306297,762765
73727289,Dirnanean Lodge,A924,Enochdhu,MKD,306293,762776
73727286,Primary School,A924,Straloch,CUS,304493,763899
73727285,Primary School,A924,Straloch,CUS,304478,763907
73727284,Road End,A924,Tarvie,CUS,301178,763823
73723794,Post Office,The Square,Meigle,MKD,328694,744666
73723678,Church,Dundee Road,Meigle,MKD,328669,744615
73726425,The Square,B846,Kinloch Rannoch,MKD,266178,758710
73726356,Kynachan Hotel Road End,B846,Kynachan,CUS,277243,758852
73726248,Queens View,B8019,Strathtummel,MKD,286409,759919
73726247,Queens View,B8019,Strathtummel,MKD,286409,759904
73726246,Road End,B8019,Fincastle,MKD,288279,761060
73726245,Road End,B8019,Fincastle,MKD,288299,761078
73726368,Loch Tummel Inn,B8019,Strathtummel,MKD,281809,760136
73726367,Loch Tummel Inn,B8019,Strathtummel,MKD,281801,760157
73726243,Campsite,B8079,Faskally,MKD,291745,760301
73726242,Campsite,B8019,Faskally,MKD,291775,760260
73726365,Caravan Park,B8019,Tummel Bridge,MKD,276421,759140
73726364,Caravan Park,B8019,Tummel Bridge,MKD,276421,759133
73724825,Aldour,Perth Road,Pitlochry,MKD,294849,757519
73726434,Annat House,B846,Kinloch Rannoch,MKD,263855,759174
73726432,Annat House,B846,Kinloch Rannoch,MKD,263853,759180
73726294,Burnside,B846,Killichonan,MKD,254466,758070
73725962,Burnside,B846,Killichonan,MKD,254465,758062
73726426,Telephone Box,South Loch Rannoch Road,Dall,MKD,259767,756921
73726427,Telephone Box,South Loch Rannoch Road,Dall,MKD,259768,756915
73726429,Finnart,Sth Loch Rannoch Rd,Bridge of Gaur,MKD,251680,756898
73726428,Finnart,Sth Loch Rannoch Rd,Bridge of Gaur,MKD,251679,756904
73726439,Tighnabruiach,B846,Bridge of Ericht,MKD,252124,758248
73726437,Station,B846,Rannoch,MKD,242259,757823
73726438,Tighnabruiach,B846,Bridge of Ericht,MKD,252130,758255
73724798,Phone Box,Newtyle Road,Kettins,CUS,323849,739107
73723769,Church Street,Main Street,Ardler,MKD,326426,741977
73724823,Church Street,Main Street,Ardler,CUS,326412,741951
73728328,Strathallan Village,B935,Forgandenny,MKD,307702,717743
73737264,Strathallan Village,B935,Forgandenny,MKD,307713,717744
73737352,Fonab Crescent,Bridge Street,Pitlochry,MKD,294394,757394
73736897,Fonab Crescent,Bridge Street,Pitlochry,MKD,294394,757381
73736893,Luncarty House,Marshall Way,Luncarty,HAR,309800,729502
73727983,Golf Hotel,Golf Course Road,Rosemount,CUS,318758,743083
73728582,Golf Hotel,Golf Course Road,Rosemount,CUS,318749,743068
73728439,Road End,A924,Tarvie,CUS,301154,763810
73728345,Kinclaven Road End,A93,Meikleour,CUS,316171,738342
73727982,Kinclaven Road End,A93,Meikleour,CUS,316178,738351
73728528,The Smithy,A93,Cargill,CUS,315347,736738
73728543,Racecourse,Car Park,Old Scone,CUS,311029,727265
73726295,Village Hall,B8079,Killiecrankie,MKD,291318,762892
73726296,Village Hall,B8079,Killiecrankie,MKD,291286,762898
73725769,Atholl Arms,B8079,Blair Atholl,MKD,287163,765353
73725768,Atholl Arms,Main Road,Blair Atholl,MKD,287153,765363
73725782,House of Bruar car park,B8079,Bruar,MKD,282037,765982
73725983,Bus Shelter,B847,Calvine,MKD,280438,765778
73725982,Bus Shelter,B847,Calvine,MKD,280450,765783
